序号	单词	音标	词性（中文）	中文释义	出现次数	首次出现故事	例句
1252	footprint	/ˈfʊtpɹɪnt/	noun	脚印	1	22	海边度假的一周，顾辰放下了所有工作，专心陪伴叶婉。他们看sunrise(日出)，看sunset(日落)，在沙滩上留下footprint(脚印)。叶婉的脸颊恢复了红润，笑容比以前更加bright(明亮)。顾辰知道，这才是他想要的。
1253	gift	/ɡɪft/	noun, verb	礼物	12	22	每一天，他都为她准备不同的surprise(惊喜)。有时是一束fresh(新鲜的)的玫瑰，有时是一份精心挑选的gift(礼物)。每一份礼物都是爱的表达，都承载着他无法言说的emotion(情感)。他深知爱情的precious(珍贵)，也明白守护的responsibility(责任)。
1254	goodnight		noun	晚安	1	22	"回到城市后，顾辰对她的关心更加frequent(频繁)。每天早上，他会为她准备breakfast(早餐)；每晚睡前，他会给她发一条""goodnight(晚安)""的消息。同事们都说，叶婉最近变得格外radiant(容光焕发)。"
1255	massage	/ˈmæsɑːʒ/	noun, verb	按摩	2	22	准备过程中，顾辰遇到了一个难题。他发现她因为工作压力而变得thin(消瘦)，原本红润的脸颊失去了color(气色)。他心疼不已，worried(担忧)地看着她的照片，思考如何让她开心。他尝试了各种方法：送去办公室的snack(零食)、周末的massage(按摩)预约、她最爱的dessert(甜点)。
1256	moonlight	/ˈmunˌlaɪt/	noun, verb	月光	2	22	他firmly(坚定地)相信爱情的力量，promise(承诺)会一直守护她。夜深了，顾辰看着熟睡的叶婉，轻轻在她额头印下一吻。窗外moonlight(月光)洒落，照亮这个温暖的家。这就是他的世界，这就是他的幸福。romance(浪漫)不是一时的热情，而是一生的守护。
1257	neat	/niːt/	noun, adjective	整洁的	1	22	"顾辰从厨房走出来，穿着neat(整洁的)的衬衫，系着她送的apron(围裙)。他微笑着走过来，轻轻接过她的bag(包)，在她额头印下一个吻。""欢迎回家，我的princess(公主)。"""
1258	princess	/pɹɪnˈsɛs/	noun	公主	3	22	"顾辰从厨房走出来，穿着neat(整洁的)的衬衫，系着她送的apron(围裙)。他微笑着走过来，轻轻接过她的bag(包)，在她额头印下一个吻。""欢迎回家，我的princess(公主)。"""
1259	radiant	/ˈɹeɪdi.ənt/	noun, adjective	容光焕发	1	22	"回到城市后，顾辰对她的关心更加frequent(频繁)。每天早上，他会为她准备breakfast(早餐)；每晚睡前，他会给她发一条""goodnight(晚安)""的消息。同事们都说，叶婉最近变得格外radiant(容光焕发)。"
1260	resort	/ɹɨˈzɔ(ɹ)t/	noun, verb	度假村	1	22	最终，他决定给她一个彻底放松的vacation(假期)。他秘密联系了她公司的人事部，请了一周的leave(休假)，然后预订了海边的resort(度假村)。改变需要用心，他finally(终于)做出了这个决定。他determined(坚定)地安排行程，这个惊喜即将deliver(呈现)。
1261	snack			零食	2	22	准备过程中，顾辰遇到了一个难题。他发现她因为工作压力而变得thin(消瘦)，原本红润的脸颊失去了color(气色)。他心疼不已，worried(担忧)地看着她的照片，思考如何让她开心。他尝试了各种方法：送去办公室的snack(零食)、周末的massage(按摩)预约、她最爱的dessert(甜点)。
1262	sunrise			日出	3	22	海边度假的一周，顾辰放下了所有工作，专心陪伴叶婉。他们看sunrise(日出)，看sunset(日落)，在沙滩上留下footprint(脚印)。叶婉的脸颊恢复了红润，笑容比以前更加bright(明亮)。顾辰知道，这才是他想要的。
1263	sunset			日落	4	22	海边度假的一周，顾辰放下了所有工作，专心陪伴叶婉。他们看sunrise(日出)，看sunset(日落)，在沙滩上留下footprint(脚印)。叶婉的脸颊恢复了红润，笑容比以前更加bright(明亮)。顾辰知道，这才是他想要的。
1264	tear			流泪	7	22	"叶婉感动得tear(流泪)，紧紧抱住他：""这是最幸福的一年。""告白successful(成功)，她moved(感动)得说不出话来。他们的爱情更加deep(深厚)，仿佛世界上只剩下彼此。"
1265	tycoon			巨头	1	22	"豪华的villa(别墅)里，silence(寂静)笼罩着整个客厅。顾辰正站在落地窗前，wait(等待)着叶婉的归来。作为商界的tycoon(巨头)，他对外人冷酷无情，被称为""ruthless(无情的)霸总""。但对她，他却gentle(温柔)至极，那是只有她能看到的另一面。"
1266	vacation			假期	6	22	最终，他决定给她一个彻底放松的vacation(假期)。他秘密联系了她公司的人事部，请了一周的leave(休假)，然后预订了海边的resort(度假村)。改变需要用心，他finally(终于)做出了这个决定。他determined(坚定)地安排行程，这个惊喜即将deliver(呈现)。
1267	villa			别墅	1	22	"豪华的villa(别墅)里，silence(寂静)笼罩着整个客厅。顾辰正站在落地窗前，wait(等待)着叶婉的归来。作为商界的tycoon(巨头)，他对外人冷酷无情，被称为""ruthless(无情的)霸总""。但对她，他却gentle(温柔)至极，那是只有她能看到的另一面。"
1268	wine			红酒	1	22	"晚餐时，顾辰为她倒上一杯wine(红酒)，轻声说：""这只是一周年，以后每一年，我都会让你更幸福。""他从口袋里拿出一把key(钥匙)：""这是海边的房子，我们明天出发。"""
1269	accusation			指控	1	23	领导召开紧急会议，让王丽面对所有accusation(指控)。陈悦brave(勇敢)地揭露真相，calm(冷静)地面对王丽的否认。她展示每一份证据，清晰地explain(解释)事情的process(过程)。
1270	careless			粗心	1	23	王丽开始了她的阴谋。她先是secretly(秘密地)删除了陈悦电脑里的重要文件，然后告诉经理是陈悦工作careless(粗心)。接着，她在同事间散布rumor(谣言)，说陈悦是靠关系进来的。陈悦的reputation(名声)受到严重damage(损害)。
1271	confrontation			对峙	1	23	她有些nervous(紧张)，但同时也充满confident(自信)。她spend(花费)大量时间准备这次confrontation(对峙)，每一个细节都反复推敲。
1272	credit			功劳	1	23	她excited(激动)地开始计划，这次反击会smoothly(顺利)进行。她还找到了被王丽抢走credit(功劳)的同事李明，他也愿意站出来作证。
1273	delete			删除	1	23	陈悦开始系统地record(记录)一切。她恢复了被删除的文件，找到了电脑的log(日志)记录，证明了是王丽在深夜delete(删除)的。她还photograph(拍照)了王丽偷看她电脑的画面，保留了所有message(信息)记录。
1274	director			主管	1	23	证据收集完成后，陈悦向director(主管)提交了所有材料。厚厚的文件夹里，是王丽所有illegal(非法)行为的记录：删除同事文件、冒领他人成果、散布false(虚假)谣言。真相即将大白。
1275	email			邮件	1	23	她反复收集evidence(证据)，寻找最佳的反击opportunity(时机)。这是一个需要courage(勇气)和wisdom(智慧)的过程。她never(从不)放弃正义，always(总是)坚持真相。她collect(收集)每一封email(邮件)，wait(等待)时机。
1276	fire			开除	1	23	终于，陷害者被fire(开除)，陈悦重新获得信任。正义successful(成功)，她proud(自豪)地看着真相大白。每个同事都为她的courage(勇气)感到敬佩，纷纷过来表达support(支持)。
1277	former			以前的	1	23	陈悦秘密联系了被王丽陷害过的former(以前的)同事小张。小张因为王丽的slander(诽谤)被迫离职，一直心存resentment(怨恨)。两人开始cooperate(合作)，收集更多的证据。
1278	illegal			非法	3	23	证据收集完成后，陈悦向director(主管)提交了所有材料。厚厚的文件夹里，是王丽所有illegal(非法)行为的记录：删除同事文件、冒领他人成果、散布false(虚假)谣言。真相即将大白。
1279	log			日志	2	23	陈悦开始系统地record(记录)一切。她恢复了被删除的文件，找到了电脑的log(日志)记录，证明了是王丽在深夜delete(删除)的。她还photograph(拍照)了王丽偷看她电脑的画面，保留了所有message(信息)记录。
1280	message			信息	2	23	陈悦开始系统地record(记录)一切。她恢复了被删除的文件，找到了电脑的log(日志)记录，证明了是王丽在深夜delete(删除)的。她还photograph(拍照)了王丽偷看她电脑的画面，保留了所有message(信息)记录。
1281	photograph			拍照	1	23	陈悦开始系统地record(记录)一切。她恢复了被删除的文件，找到了电脑的log(日志)记录，证明了是王丽在深夜delete(删除)的。她还photograph(拍照)了王丽偷看她电脑的画面，保留了所有message(信息)记录。
1282	pile			堆积	1	23	繁忙的办公室里，midnight(午夜)的灯光只有陈悦工位上一盏。她正work(工作)到深夜，处理着pile(堆积)如山的文件。作为被同事陷害的职场新人，她经历了最黑暗的时刻。每一个陷阱都让她pain(痛苦)，每一次打击都是成长的考验。
1283	resentment			怨恨	1	23	陈悦秘密联系了被王丽陷害过的former(以前的)同事小张。小张因为王丽的slander(诽谤)被迫离职，一直心存resentment(怨恨)。两人开始cooperate(合作)，收集更多的证据。
1284	secretly			秘密地	7	23	王丽开始了她的阴谋。她先是secretly(秘密地)删除了陈悦电脑里的重要文件，然后告诉经理是陈悦工作careless(粗心)。接着，她在同事间散布rumor(谣言)，说陈悦是靠关系进来的。陈悦的reputation(名声)受到严重damage(损害)。
1285	smoothly			顺利	5	23	她excited(激动)地开始计划，这次反击会smoothly(顺利)进行。她还找到了被王丽抢走credit(功劳)的同事李明，他也愿意站出来作证。
1286	threat			威胁	1	23	三个月前，陈悦fresh(新)入职这家corporation(公司)，带着满腔enthusiasm(热情)。她excellent(出色)完成了第一个项目，得到了manager(经理)的表扬。但她的colleague(同事)王丽开始感到threat(威胁)，担心陈悦会replace(取代)自己的位置。
1287	truth			真相	2	23	今天是她开始反击的第一天。陈悦carefully(仔细地)注意到，陷害她的王丽正在会议室里得意洋洋地展示着本该属于陈悦的项目result(成果)。她要揭露truth(真相)，让所有人看到王丽的真面目。
1288	unity			团结	1	23	她worried(担忧)地思考对策，尝试了多种方法。她发现，王丽不止陷害过她一人，还有其他victim(受害者)。最终，她决定联合其他受害者一起揭露。突破需要unity(团结)，她finally(终于)找到盟友。
1289	victim			受害者	3	23	她worried(担忧)地思考对策，尝试了多种方法。她发现，王丽不止陷害过她一人，还有其他victim(受害者)。最终，她决定联合其他受害者一起揭露。突破需要unity(团结)，她finally(终于)找到盟友。
1290	blush			脸红	4	24	"陈雨blush(脸红)了，轻轻低下头：""我也是，第一次有人这样认真地给我推荐书。""她从包里拿出一本notebook(笔记本)：""这是我的读书笔记，想送给你。"""
1291	borrow			借阅	1	24	"""你也在看这本小说？""她的声音sweet(甜美)，""我找了好久，图书馆里borrow(借阅)的人太多了。"""
1292	breeze			微风	4	24	阳光明媚的大学校园里，spring(春天)的breeze(微风)轻拂过树梢。李明正坐在ancient(古老的)的香樟树下，read(阅读)着一本心爱的小说。作为freshman(大一新生)，他对大学生活充满expectation(期待)。每一天都是新的开始，每一刻都承载着青春的dream(梦想)。
1293	enjoy			享受	12	24	校园里beautiful(美丽)的花朵竞相开放，空气中飘着fragrance(芬芳)。李明enjoy(享受)着这宁静的阅读时光，内心很peaceful(平静)，感受着阳光的warmth(温暖)。他always(总是)保持欣赏的心态，觉得大学时光无比precious(珍贵)。
